"""卷纸芯""","""卷纸芯"""
"""置物架""","""置物架"""
"""玩具盒""","""玩具盒"""
"""废金属""","""废金属"""
"""帆布袋""","""帆布袋"""
"""电熨斗""","""电熨斗"""
"""剃须刀""","""剃须刀"""
"""座椅垫""","""座椅垫"""
"""旧皮鞋""","""旧皮鞋"""
"""麦克风""","""麦克风"""
"""旧课本""","""旧课本"""
"""酸奶盒""","""酸奶盒"""
"""刻录机""","""刻录机"""
"""香水瓶""","""香水瓶"""
"""铁衣架""","""铁衣架"""
"""瑜伽垫""","""瑜伽垫"""
"""塑料架""","""塑料架"""
"""包书纸""","""包书纸"""
"""眼镜布""","""眼镜布"""
"""门把手""","""门把手"""
"""棕榈蜡""","""棕榈蜡"""
"""电子表""","""电子表"""
"""望远镜""","""望远镜"""
"""指甲钳""","""指甲钳"""
"""螺丝钉""","""螺丝钉"""
"""红酒瓶""","""红酒瓶"""
"""铜制品""","""铜制品"""
"""电磁炉""","""电磁炉"""
"""打印机""","""打印机"""
"""洗碗机""","""洗碗机"""
"""无人机""","""无人机"""
"""旧帽子""","""旧帽子"""
"""旧布鞋""","""旧布鞋"""
"""螺纹帽""","""螺纹帽"""
"""塑料盒""","""塑料盒"""
"""香精瓶""","""香精瓶"""
"""行李箱""","""行李箱"""
"""废鼠标""","""废鼠标"""
"""牙膏盒""","""牙膏盒"""
"""椰奶盒""","""椰奶盒"""
"""窗玻璃""","""窗玻璃"""
"""布娃娃""","""布娃娃"""
"""玻璃渣""","""玻璃渣"""
"""高压锅""","""高压锅"""
"""旧纸袋""","""旧纸袋"""
"""废钥匙""","""废钥匙"""
"""旧衣物""","""旧衣物"""
"""除湿机""","""除湿机"""
"""防晒衣""","""防晒衣"""
"""摄像头""","""摄像头"""
"""环保袋""","""环保袋"""
"""铁罐子""","""铁罐子"""
"""粉饼盒""","""粉饼盒"""
"""金属罐""","""金属罐"""
"""电视机""","""电视机"""
"""电话机""","""电话机"""
"""电热毯""","""电热毯"""
"""墨水瓶""","""墨水瓶"""
"""牙线盒""","""牙线盒"""
"""鲜奶盒""","""鲜奶盒"""
"""裁剪刀""","""裁剪刀"""
"""文件夹""","""文件夹"""
"""连衣裙""","""连衣裙"""
"""鸭绒被""","""鸭绒被"""
"""泡沬板""","""泡沬板"""
"""旧鞋子""","""旧鞋子"""
"""接线板""","""接线板"""
"""体脂秤""","""体脂秤"""
"""铅笔盒""","""铅笔盒"""
"""电炖锅""","""电炖锅"""
"""电蒸锅""","""电蒸锅"""
"""休闲鞋""","""休闲鞋"""
"""热水袋""","""热水袋"""
"""豆浆机""","""豆浆机"""
"""充电器""","""充电器"""
"""数据线""","""数据线"""
"""美肤仪""","""美肤仪"""
"""计算器""","""计算器"""
"""体重秤""","""体重秤"""
"""塑料桶""","""塑料桶"""
"""铁皮盖""","""铁皮盖"""
"""泡沬箱""","""泡沬箱"""
"""塑料盆""","""塑料盆"""
"""旧窗帘""","""旧窗帘"""
"""手机屏""","""手机屏"""
"""牛仔服""","""牛仔服"""
"""登山鞋""","""登山鞋"""
"""金属夹""","""金属夹"""
"""公文包""","""公文包"""
"""咖啡机""","""咖啡机"""
"""旧铁锅""","""旧铁锅"""
"""椰汁瓶""","""椰汁瓶"""
"""明信片""","""明信片"""
"""热水瓶""","""热水瓶"""
"""搓衣板""","""搓衣板"""
"""传真机""","""传真机"""
"""帆布鞋""","""帆布鞋"""
"""果酱瓶""","""果酱瓶"""
"""快递盒""","""快递盒"""
"""玻璃瓶""","""玻璃瓶"""
"""旧跑鞋""","""旧跑鞋"""
"""复读机""","""复读机"""
"""遥控器""","""遥控器"""
"""硬纸板""","""硬纸板"""
"""微波炉""","""微波炉"""
"""保温袋""","""保温袋"""
"""洁面仪""","""洁面仪"""
"""吸门器""","""吸门器"""
"""复印纸""","""复印纸"""
"""晾衣架""","""晾衣架"""
"""鸡蛋盒""","""鸡蛋盒"""
"""奶粉罐""","""奶粉罐"""
"""羊毛衫""","""羊毛衫"""
"""水果罐""","""水果罐"""
"""汽水瓶""","""汽水瓶"""
"""充电线""","""充电线"""
"""棉拖鞋""","""棉拖鞋"""
"""点钞机""","""点钞机"""
"""面霜瓶""","""面霜瓶"""
"""打气筒""","""打气筒"""
"""饼干盒""","""饼干盒"""
"""八音盒""","""八音盒"""
"""啤酒瓶""","""啤酒瓶"""
"""棉花被""","""棉花被"""
"""水果刀""","""水果刀"""
"""拉杆箱""","""拉杆箱"""
"""美工刀""","""美工刀"""
"""金属盒""","""金属盒"""
"""擦碗布""","""擦碗布"""
"""挂烫机""","""挂烫机"""
"""打印纸""","""打印纸"""
"""塑料碗""","""塑料碗"""
"""路由器""","""路由器"""
"""游戏机""","""游戏机"""
"""吸铁石""","""吸铁石"""
"""旧书包""","""旧书包"""
"""旱冰鞋""","""旱冰鞋"""
"""金属管""","""金属管"""
"""电烤箱""","""电烤箱"""
"""废报纸""","""废报纸"""
"""平底锅""","""平底锅"""
"""铝制品""","""铝制品"""
"""牛皮纸""","""牛皮纸"""
"""旧剪刀""","""旧剪刀"""
"""玩具枪""","""玩具枪"""
"""包装纸""","""包装纸"""
"""眼霜罐""","""眼霜罐"""
"""布鞋套""","""布鞋套"""
"""牛仔裤""","""牛仔裤"""
"""电吹风""","""电吹风"""
"""指甲锉""","""指甲锉"""
"""罐头瓶""","""罐头瓶"""
"""加湿器""","""加湿器"""
"""香槟瓶""","""香槟瓶"""
"""铁拉链""","""铁拉链"""
"""手电筒""","""手电筒"""
"""复印机""","""复印机"""
"""香烟盒""","""香烟盒"""
"""洗衣机""","""洗衣机"""
"""椰奶罐""","""椰奶罐"""
"""纸袋子""","""纸袋子"""
"""吸尘器""","""吸尘器"""
"""水龙头""","""水龙头"""
"""搅拌器""","""搅拌器"""
"""订书机""","""订书机"""
"""起钉器""","""起钉器"""
"""铁调羹""","""铁调羹"""
"""塑料尺""","""塑料尺"""
"""铁盒子""","""铁盒子"""
"""说明书""","""说明书"""
"""电水壸""","""电水壸"""
"""电脑包""","""电脑包"""
"""电冰箱""","""电冰箱"""
"""吹风机""","""吹风机"""
"""糖果罐""","""糖果罐"""
"""足球鞋""","""足球鞋"""
"""电蚊拍""","""电蚊拍"""
"""橄榄球""","""橄榄球"""
"""烧水壸""","""烧水壸"""
"""高跟鞋""","""高跟鞋"""
"""档案袋""","""档案袋"""
"""电风扇""","""电风扇"""
"""羊毛被""","""羊毛被"""
"""帆布包""","""帆布包"""
"""塑料杯""","""塑料杯"""
"""收音机""","""收音机"""
"""奶粉桶""","""奶粉桶"""
"""裁纸刀""","""裁纸刀"""
"""玻璃壸""","""玻璃壸"""
"""呼啦圈""","""呼啦圈"""
"""螺丝刀""","""螺丝刀"""
"""旧报纸""","""旧报纸"""
"""料酒瓶""","""料酒瓶"""
"""铁制品""","""铁制品"""
"""旧玩具""","""旧玩具"""
"""铜丝""","""铜丝"""
"""钉子""","""钉子"""
"""光驱""","""光驱"""
"""插座""","""插座"""
"""铝条""","""铝条"""
"""电锯""","""电锯"""
"""鞋带""","""鞋带"""
"""钥匙""","""钥匙"""
"""床单""","""床单"""
"""铃铛""","""铃铛"""
"""话筒""","""话筒"""
"""皮包""","""皮包"""
"""布鞋""","""布鞋"""
"""球鞋""","""球鞋"""
"""海报""","""海报"""
"""台历""","""台历"""
"""毛毯""","""毛毯"""
"""电扇""","""电扇"""
"""鼠标""","""鼠标"""
"""铁罐""","""铁罐"""
"""电容""","""电容"""
"""铁管""","""铁管"""
"""被褥""","""被褥"""
"""浴帘""","""浴帘"""
"""围巾""","""围巾"""
"""背包""","""背包"""
"""铝膜""","""铝膜"""
"""弹簧""","""弹簧"""
"""开关""","""开关"""
"""裤子""","""裤子"""
"""铁钉""","""铁钉"""
"""圆规""","""圆规"""
"""毛线""","""毛线"""
"""螺丝""","""螺丝"""
"""吊牌""","""吊牌"""
"""相册""","""相册"""
"""铁钩""","""铁钩"""
"""铜管""","""铜管"""
"""布包""","""布包"""
"""皮箱""","""皮箱"""
"""皮尺""","""皮尺"""
"""地毯""","""地毯"""
"""织物""","""织物"""
"""蚊帐""","""蚊帐"""
"""台灯""","""台灯"""
"""剪刀""","""剪刀"""
"""名片""","""名片"""
"""镜头""","""镜头"""
"""丝绸""","""丝绸"""
"""钢制菜刀""","""钢制菜刀"""
"""铝盒""","""铝盒"""
"""电阻""","""电阻"""
"""碎纸""","""碎纸"""
"""废纸""","""废纸"""
"""皮具""","""皮具"""
"""电线""","""电线"""
"""被套""","""被套"""
"""纸箱""","""纸箱"""
"""电脑""","""电脑"""
"""铁锅""","""铁锅"""
"""钢尺""","""钢尺"""
"""铝盖""","""铝盖"""
"""电钻""","""电钻"""
"""桌布""","""桌布"""
"""风衣""","""风衣"""
"""椅套""","""椅套"""
"""棉布""","""棉布"""
"""榔头""","""榔头"""
"""凉鞋""","""凉鞋"""
"""课本""","""课本"""
"""刀片""","""刀片"""
"""闹铃""","""闹铃"""
"""纸张""","""纸张"""
"""皮革""","""皮革"""
"""插头""","""插头"""
"""音响""","""音响"""
"""键盘""","""键盘"""
"""铁丝""","""铁丝"""
"""铅球""","""铅球"""
"""皮球""","""皮球"""
"""皮料""","""皮料"""
"""网线""","""网线"""
"""皮带""","""皮带"""
"""烟盒""","""烟盒"""
"""排球""","""排球"""
"""磁铁""","""磁铁"""
"""哑铃""","""哑铃"""
"""铝罐""","""铝罐"""
"""金属""","""金属"""
"""滑板""","""滑板"""
"""篮球""","""篮球"""
"""衣架""","""衣架"""
"""铁盒""","""铁盒"""
"""童鞋""","""童鞋"""
"""铜线""","""铜线"""
"""螺钉""","""螺钉"""
"""闹钟""","""闹钟"""
"""信纸""","""信纸"""
"""信封""","""信封"""
"""鞋盒""","""鞋盒"""
"""刀""","""刀"""
"""纸""","""纸"""
"""纸质包装袋""","""纸质包装袋"""
"""奶茶塑料盖""","""奶茶塑料盖"""
"""塑料日用品""","""塑料日用品"""
"""电动卷发棒""","""电动卷发棒"""
"""奶粉罐铝盖""","""奶粉罐铝盖"""
"""塑料饮料瓶""","""塑料饮料瓶"""
"""塑料垃圾桶""","""塑料垃圾桶"""
"""塑料储物箱""","""塑料储物箱"""
"""碎玻璃制品""","""碎玻璃制品"""
"""玻璃烟灰缸""","""玻璃烟灰缸"""
"""保鲜膜内芯""","""保鲜膜内芯"""
"""不锈钢制品""","""不锈钢制品"""
"""塑料晾衣杆""","""塑料晾衣杆"""
"""空气加湿器""","""空气加湿器"""
"""布质化妆包""","""布质化妆包"""
"""充电热水袋""","""充电热水袋"""
"""电子灭蚊拍""","""电子灭蚊拍"""
"""无线充电器""","""无线充电器"""
"""玻璃花瓶""","""玻璃花瓶"""
"""塑料泡沬""","""塑料泡沬"""
"""塑料管道""","""塑料管道"""
"""羊皮制品""","""羊皮制品"""
"""花洒软管""","""花洒软管"""
"""塑料卡片""","""塑料卡片"""
"""金属鱼钩""","""金属鱼钩"""
"""橡胶玩具""","""橡胶玩具"""
"""钢化玻璃""","""钢化玻璃"""
"""非一次性塑料餐具""","""非一次性塑料餐具"""
"""汽水瓶盖""","""汽水瓶盖"""
"""玻璃醋瓶""","""玻璃醋瓶"""
"""电子产品""","""电子产品"""
"""玻璃奶瓶""","""玻璃奶瓶"""
"""金属地漏""","""金属地漏"""
"""橡胶拖鞋""","""橡胶拖鞋"""
"""塑料积木""","""塑料积木"""
"""柔顺剂瓶""","""柔顺剂瓶"""
"""亚克力板""","""亚克力板"""
"""洗衣液桶""","""洗衣液桶"""
"""玻璃沙漏""","""玻璃沙漏"""
"""皮草制品""","""皮草制品"""
"""金属香炉""","""金属香炉"""
"""卷纸内芯""","""卷纸内芯"""
"""气泡酒瓶""","""气泡酒瓶"""
"""塑料玩偶""","""塑料玩偶"""
"""棉麻布料""","""棉麻布料"""
"""软塑料管""","""软塑料管"""
"""烧烤铁签""","""烧烤铁签"""
"""防晒霜瓶""","""防晒霜瓶"""
"""移动硬盘""","""移动硬盘"""
"""塑料拖鞋""","""塑料拖鞋"""
"""充电装置""","""充电装置"""
"""金属工具""","""金属工具"""
"""平板玻璃""","""平板玻璃"""
"""电热水壸""","""电热水壸"""
"""食品罐头""","""食品罐头"""
"""纸质杯套""","""纸质杯套"""
"""番茄酱瓶""","""番茄酱瓶"""
"""塑料饭盒""","""塑料饭盒"""
"""玻璃水瓶""","""玻璃水瓶"""
"""雨伞骨架""","""雨伞骨架"""
"""玻璃锅盖""","""玻璃锅盖"""
"""洗衣液瓶""","""洗衣液瓶"""
"""牛皮纸袋""","""牛皮纸袋"""
"""金属厨具""","""金属厨具"""
"""无线耳机""","""无线耳机"""
"""沙拉酱瓶""","""沙拉酱瓶"""
"""塑料杯套""","""塑料杯套"""
"""LED手电筒""","""LED手电筒"""
"""曲奇铁罐""","""曲奇铁罐"""
"""易拉罐盖""","""易拉罐盖"""
"""塑料瓶""","""塑料瓶"""
"""美工刀片""","""美工刀片"""
"""USB小风扇""","""USB小风扇"""
"""塑料量杯""","""塑料量杯"""
"""金属门吸""","""金属门吸"""
"""塑料盖子""","""塑料盖子"""
"""铁皮罐头""","""铁皮罐头"""
"""塑料油壸""","""塑料油壸"""
"""金属瓶盖""","""金属瓶盖"""
"""铁皮簸箕""","""铁皮簸箕"""
"""塑料花盆""","""塑料花盆"""
"""广告纸片""","""广告纸片"""
"""饮料玻璃瓶""","""饮料玻璃瓶"""
"""硬质塑料瓶""","""硬质塑料瓶"""
"""玻璃调料瓶""","""玻璃调料瓶"""
"""纸质礼品盒""","""纸质礼品盒"""
"""化妆品外部包装纸盒""","""化妆品外部包装纸盒"""
"""标有回收标志外卖盒""","""标有回收标志外卖盒"""
"""玩具塑料盒""","""玩具塑料盒"""
"""水饺塑料盒""","""水饺塑料盒"""
"""酸奶玻璃瓶""","""酸奶玻璃瓶"""
"""塑料晾衣架""","""塑料晾衣架"""
"""纸质印刷品""","""纸质印刷品"""
"""塑料不锈钢保温壸""","""塑料不锈钢保温壸"""
"""旧报刊杂志书籍""","""旧报刊杂志书籍"""
"""纸塑铝复合包装""","""纸塑铝复合包装"""
"""午餐肉罐头金属盒""","""午餐肉罐头金属盒"""
"""不锈钢保温杯""","""不锈钢保温杯"""
"""饮料利乐包装""","""饮料利乐包装"""
"""塑料沐浴露瓶""","""塑料沐浴露瓶"""
"""食用油玻璃瓶""","""食用油玻璃瓶"""
"""其他玻璃制品""","""其他玻璃制品"""
"""电子血压仪""","""电子血压仪"""
"""废旧小家电""","""废旧小家电"""
"""玻璃放大镜""","""玻璃放大镜"""
"""泡沬保温箱""","""泡沬保温箱"""
"""药品说明书""","""药品说明书"""
"""牙签塑料盒""","""牙签塑料盒"""
"""金属拖把杆""","""金属拖把杆"""
"""玻璃电子秤""","""玻璃电子秤"""
"""鸡蛋塑料保护壳""","""鸡蛋塑料保护壳"""
"""牛奶利乐包装盒""","""牛奶利乐包装盒"""
"""其他金属制品""","""其他金属制品"""
"""玻璃密封容器""","""玻璃密封容器"""
"""染发剂说明书""","""染发剂说明书"""
"""口香糖塑料盒""","""口香糖塑料盒"""
"""废旧电子产品""","""废旧电子产品"""
"""美年达饮料瓶""","""美年达饮料瓶"""
"""香薰玻璃瓶""","""香薰玻璃瓶"""
"""食品空罐头""","""食品空罐头"""
"""空矿泉水瓶""","""空矿泉水瓶"""
"""塑料瓶瓶盖""","""塑料瓶瓶盖"""
"""不锈钢杯子""","""不锈钢杯子"""
"""水果塑料盒""","""水果塑料盒"""
"""未受污染纸打印纸、报纸""","""未受污染纸打印纸、报纸"""
"""即冲奶茶包装盒""","""即冲奶茶包装盒"""
"""王老吉包装盒""","""王老吉包装盒"""
"""洗净的酸奶盒""","""洗净的酸奶盒"""
"""软塑料隔热垫""","""软塑料隔热垫"""
"""护肤品玻璃罐""","""护肤品玻璃罐"""
"""废弃塑料文具""","""废弃塑料文具"""
"""不锈钢垃圾桶""","""不锈钢垃圾桶"""
"""矿泉水瓶盖""","""矿泉水瓶盖"""
"""金属钥匙扣""","""金属钥匙扣"""
"""不锈钢勺子""","""不锈钢勺子"""
"""塑料肥皂盒""","""塑料肥皂盒"""
"""扫地机器人""","""扫地机器人"""
"""干净饮料瓶""","""干净饮料瓶"""
"""小动物铁笼""","""小动物铁笼"""
"""蜜饯塑料罐""","""蜜饯塑料罐"""
"""塑料马桶盖""","""塑料马桶盖"""
"""自行车内胎""","""自行车内胎"""
"""节能灯插座""","""节能灯插座"""
"""玻璃白酒瓶""","""玻璃白酒瓶"""
"""电动保温箱""","""电动保温箱"""
"""电动剃须刀""","""电动剃须刀"""
"""磁带播放器""","""磁带播放器"""
"""金属晾衣杆""","""金属晾衣杆"""
"""旧塑料篮子""","""旧塑料篮子"""
"""塑料玩具车""","""塑料玩具车"""
"""太空望远镜""","""太空望远镜"""
"""洗净塑料酸奶盒""","""洗净塑料酸奶盒"""
"""茶叶铁盒""","""茶叶铁盒"""
"""纱线手套饮料瓶盖""","""纱线手套饮料瓶盖"""
"""洁厕液瓶""","""洁厕液瓶"""
"""台式电脑""","""台式电脑"""
"""塑料水管""","""塑料水管"""
"""自行车轮胎""","""自行车轮胎"""
"""塑料文件袋""","""塑料文件袋"""
"""洁厕灵瓶子""","""洁厕灵瓶子"""
"""易拉罐拉环""","""易拉罐拉环"""
"""香皂包装盒""","""香皂包装盒"""
"""铝塑复合管""","""铝塑复合管"""
"""真空压缩袋""","""真空压缩袋"""
"""牛奶塑料瓶""","""牛奶塑料瓶"""
"""味全果汁瓶""","""味全果汁瓶"""
"""旧手提包""","""旧手提包"""
"""粉底液瓶""","""粉底液瓶"""
"""玻璃量杯""","""玻璃量杯"""
"""矿泉水瓶""","""矿泉水瓶"""
"""金属零件""","""金属零件"""
"""塑料收纳盒""","""塑料收纳盒"""
"""手机充电器""","""手机充电器"""
"""笔记本电脑""","""笔记本电脑"""
"""废食用油瓶""","""废食用油瓶"""
"""电饭煲""","""电饭煲"""
"""U盘""","""U盘"""
"""照相机""","""照相机"""
"""积木""","""积木"""
"""丝绸制品""","""丝绸制品"""
"""衬衫""","""衬衫"""
"""棉被""","""棉被"""
"""不锈钢物品""","""不锈钢物品"""
"""铁皮""","""铁皮"""
"""铝箔""","""铝箔"""
"""指甲刀""","""指甲刀"""
"""菜刀""","""菜刀"""
"""食品罐""","""食品罐"""
"""玻璃摆件""","""玻璃摆件"""
"""放大镜""","""放大镜"""
"""泡沫""","""泡沫"""
"""kt板""","""kt板"""
"""密胺餐具""","""密胺餐具"""
"""pvc""","""pvc"""
"""PE塑料""","""PE塑料"""
"""施工安全帽""","""施工安全帽"""
"""收纳盒""","""收纳盒"""
"""食品保鲜盒""","""食品保鲜盒"""
"""塑料盒子""","""塑料盒子"""
"""盆""","""盆"""
"""乳液罐""","""乳液罐"""
"""奶瓶""","""奶瓶"""
"""食品与日用品塑料瓶罐及瓶盖""","""食品与日用品塑料瓶罐及瓶盖"""
"""广告单""","""广告单"""
"""废弃书本""","""废弃书本"""
"""节能灯(含水银)""","""节能灯(含水银)"""
"""颗粒药包装袋""","""颗粒药包装袋"""
"""药品外包装盒""","""药品外包装盒"""
"""染发剂包装盒""","""染发剂包装盒"""
"""过期感冒药""","""过期感冒药"""
"""咳嗽糖浆玻璃瓶""","""咳嗽糖浆玻璃瓶"""
"""含水银的LED灯""","""含水银的LED灯"""
"""透明塑料药瓶""","""透明塑料药瓶"""
"""废含汞温度计""","""废含汞温度计"""
"""废荧光灯管""","""废荧光灯管"""
"""空调清洗消毒液瓶""","""空调清洗消毒液瓶"""
"""过期的胶囊药物""","""过期的胶囊药物"""
"""废水银血压计""","""废水银血压计"""
"""药片铝塑包装""","""药片铝塑包装"""
"""废水银温度计""","""废水银温度计"""
"""感冒药包装""","""感冒药包装"""
"""药片内包装""","""药片内包装"""
"""药水玻璃瓶""","""药水玻璃瓶"""
"""废镍镉电池""","""废镍镉电池"""
"""咳嗽药水瓶""","""咳嗽药水瓶"""
"""水银体温计""","""水银体温计"""
"""相片底片""","""相片底片"""
"""口服液瓶盖""","""口服液瓶盖"""
"""口服液吸管""","""口服液吸管"""
"""指甲油瓶子""","""指甲油瓶子"""
"""过期指甲油""","""过期指甲油"""
"""氧化汞电池""","""氧化汞电池"""
"""止咳糖浆瓶""","""止咳糖浆瓶"""
"""胶卷底片""","""胶卷底片"""
"""染发剂壳""","""染发剂壳"""
"""胶囊底板""","""胶囊底板"""
"""化学剂桶""","""化学剂桶"""
"""废矿物油""","""废矿物油"""
"""药品纸盒""","""药品纸盒"""
"""眼药水瓶""","""眼药水瓶"""
"""感光胶片""","""感光胶片"""
"""手机电池""","""手机电池"""
"""咳嗽药片""","""咳嗽药片"""
"""过期药品""","""过期药品"""
"""充电电池""","""充电电池"""
"""药包装""","""药包装"""
"""西药瓶""","""西药瓶"""
"""废油漆""","""废油漆"""
"""口服液""","""口服液"""
"""废胶卷""","""废胶卷"""
"""卸甲膜""","""卸甲膜"""
"""油漆刷""","""油漆刷"""
"""开塞露""","""开塞露"""
"""油漆桶""","""油漆桶"""
"""废胶片""","""废胶片"""
"""滴眼液""","""滴眼液"""
"""卸甲油""","""卸甲油"""
"""荧光灯""","""荧光灯"""
"""碘酒瓶""","""碘酒瓶"""
"""空药瓶""","""空药瓶"""
"""纸药盒""","""纸药盒"""
"""膏药包装""","""膏药包装"""
"""过期西药""","""过期西药"""
"""铅酸电池""","""铅酸电池"""
"""含汞废血压计""","""含汞废血压计"""
"""塑料药瓶""","""塑料药瓶"""
"""镍镉电池""","""镍镉电池"""
"""玻璃药瓶""","""玻璃药瓶"""
"""废节能灯""","""废节能灯"""
"""废杀虫剂""","""废杀虫剂"""
"""杀虫喷雾""","""杀虫喷雾"""
"""废弃药瓶""","""废弃药瓶"""
"""录像带""","""录像带"""
"""胶水桶""","""胶水桶"""
"""卤素灯""","""卤素灯"""
"""感冒药""","""感冒药"""
"""老鼠药""","""老鼠药"""
"""指甲油""","""指甲油"""
"""除锈剂""","""除锈剂"""
"""消毒剂""","""消毒剂"""
"""日光灯""","""日光灯"""
"""卸甲水""","""卸甲水"""
"""胶合剂""","""胶合剂"""
"""烫伤药""","""烫伤药"""
"""废药品""","""废药品"""
"""废农药""","""废农药"""
"""眼药水""","""眼药水"""
"""除草剂""","""除草剂"""
"""农药瓶""","""农药瓶"""
"""痔疮膏""","""痔疮膏"""
"""烫伤膏""","""烫伤膏"""
"""西药""","""西药"""
"""电瓶""","""电瓶"""
"""胶囊""","""胶囊"""
"""胶片""","""胶片"""
"""碘伏""","""碘伏"""
"""药瓶""","""药瓶"""
"""药罐""","""药罐"""
"""消毒液瓶""","""消毒液瓶"""
"""CPU""","""CPU"""
"""移动电源""","""移动电源"""
"""手机芯片""","""手机芯片"""
"""手机充电宝""","""手机充电宝"""
"""灭鼠药及外包装""","""灭鼠药及外包装"""
"""蟑螂药及外包装""","""蟑螂药及外包装"""
